Fighter Name,fightno,slpmSecondSplit,strAccSecondSplit,sapmSecondSplit,strDefSecondSplit,tdAvgSecondSplit,tdAccSecondSplit,tdDefSecondSplit,subAvgSecondSplit
David Michaud,3.0,3.25,43.0,4.45,54.0,2.53,58.0,77.0,0.7
Chris Mickle,1.0,3.03,27.0,9.7,48.0,0.0,0.0,0.0,0.0
Zachary Micklewright,3.0,5.56,53.0,4.72,54.0,0.7,12.0,100.0,0.0
Kristof Midoux,2.0,0.7,43.0,2.89,49.0,0.0,0.0,0.0,0.0
Keith Mielke,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Mierzwiak,1.0,1.6,61.0,1.73,48.0,2.0,28.0,0.0,1.0
Gabriel Miglioli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bojan Mihajlovic,3.0,1.23,35.0,5.95,47.0,0.0,0.0,33.0,0.0
Billy Miles,1.0,0.0,0.0,1.25,33.0,0.0,0.0,0.0,0.0
Pat Miletich,10.0,1.79,45.0,1.66,63.0,1.96,100.0,54.0,1.0
Curtis Millender,5.0,3.86,46.0,2.95,61.0,0.43,100.0,57.0,0.0
Phillip Miller,2.0,1.61,54.0,1.93,50.0,3.62,25.0,100.0,0.6
Jason Miller,11.0,1.83,43.0,2.3,49.0,1.31,28.0,43.0,1.3
Dan Miller,15.0,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8
Jim Miller,37.0,2.65,40.0,2.92,59.0,1.63,43.0,47.0,1.8
Cole Miller,20.0,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8
Henry Miller,5.0,1.25,36.0,2.16,54.0,0.55,25.0,60.0,0.0
Micah Miller,5.0,1.33,33.0,2.15,54.0,0.98,37.0,21.0,2.0
Aaron Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddy Millis,1.0,0.0,0.0,3.36,22.0,0.0,0.0,0.0,7.2
Che Mills,4.0,2.08,52.0,2.87,43.0,1.18,66.0,58.0,0.0
Adam Milstead,4.0,3.85,46.0,4.79,43.0,0.0,0.0,64.0,0.0
Alberto Mina,4.0,3.23,38.0,3.7,47.0,1.85,20.0,50.0,0.0
Vitaly Minakov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrick Minner,4.0,3.24,70.0,1.4,43.0,3.0,62.0,60.0,3.6
Mike Minniger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ikuhisa Minowa,31.0,0.88,40.0,1.66,49.0,1.82,41.0,5.0,1.9
Carlton Minus,2.0,3.5,40.0,4.97,50.0,0.0,0.0,58.0,0.0
Stipe Miocic,18.0,4.82,53.0,3.82,54.0,1.86,34.0,68.0,0.0
Frank Mir,27.0,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0
Juan Miranda,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Miranda,4.0,1.96,54.0,2.46,36.0,1.02,60.0,54.0,0.0
Vitor Miranda,7.0,2.98,45.0,2.95,58.0,0.95,55.0,50.0,0.2
Damir Mirenic,1.0,0.84,50.0,9.86,35.0,0.0,0.0,0.0,0.0
Kazuo Misaki,12.0,2.85,40.0,2.74,63.0,0.72,38.0,51.0,0.6
Toby Misech,1.0,3.27,40.0,7.73,46.0,0.0,0.0,0.0,0.0
Dokonjonosuke Mishima,6.0,1.06,41.0,1.22,52.0,2.47,40.0,25.0,1.4
Felix Lee Mitchell,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Mitchell,5.0,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0
Danny Mitchell,2.0,2.53,49.0,2.53,52.0,0.0,0.0,100.0,3.0
Brad Mitchell,0.0,1.15,33.0,4.2,52.0,0.0,0.0,100.0,1.9
Clay Mitchell,0.0,1.63,85.0,0.0,0.0,0.0,0.0,100.0,4.1
Bryce Mitchell,5.0,2.29,61.0,1.46,60.0,3.26,46.0,33.0,2.3
Maurice Mitchell,1.0,3.8,55.0,3.54,60.0,0.0,0.0,100.0,0.0
Roman Mitichyan,2.0,0.26,16.0,2.7,43.0,1.93,100.0,25.0,1.9
Matt Mitrione,14.0,3.55,50.0,2.79,64.0,0.0,0.0,55.0,0.7
Eiji Mitsuoka,5.0,1.49,49.0,2.26,45.0,2.3,36.0,20.0,1.6
Hiromitsu Miura,5.0,2.12,34.0,2.12,58.0,2.23,50.0,69.0,0.6
Jonathan  Mix,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomoya Miyashita,1.0,1.67,65.0,0.93,33.0,4.0,80.0,0.0,2.0
Kazuyuki Miyata,7.0,2.04,52.0,1.82,63.0,4.31,46.0,68.0,0.0
Motoki Miyazawa,1.0,1.23,28.0,3.91,61.0,0.0,0.0,0.0,0.0
Takeya Mizugaki,19.0,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1
Tatsuya Mizuno,6.0,2.25,37.0,3.52,53.0,1.19,25.0,40.0,3.6
Roxanne Modafferi,12.0,3.13,30.0,5.03,53.0,1.42,23.0,30.0,0.1
Bobby Moffett,4.0,3.41,39.0,3.15,61.0,2.74,66.0,66.0,1.4
Bronson Mohika,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Mohr,4.0,3.79,41.0,2.5,74.0,0.45,50.0,71.0,0.0
Renato Moicano,10.0,5.4,46.0,3.74,65.0,1.28,53.0,78.0,0.6
Thiago Moises,7.0,2.85,37.0,3.88,60.0,1.06,33.0,63.0,1.2
Ashkan Mokhtarian,2.0,1.95,43.0,3.66,43.0,0.54,16.0,33.0,0.0
Suman Mokhtarian,2.0,2.21,43.0,6.85,48.0,0.0,0.0,0.0,0.0
Dan Molina,1.0,0.0,0.0,5.58,60.0,0.0,0.0,0.0,20.9
Jeff Molina,2.0,8.83,47.0,6.63,55.0,0.0,0.0,16.0,0.0
Rudyard Moncayo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hidetaka Monma,1.0,1.67,25.0,9.76,34.0,0.0,0.0,0.0,0.0
Jeff Monson,12.0,0.97,30.0,2.87,59.0,1.06,12.0,66.0,0.7
Darrell Montague,3.0,1.92,25.0,5.38,52.0,0.72,25.0,33.0,1.4
Andrew Montanez,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augusto Montano,3.0,3.46,46.0,2.66,56.0,0.0,0.0,66.0,0.0
Erick Montano,3.0,2.79,44.0,2.06,64.0,2.29,36.0,66.0,0.0
Nicco Montano,2.0,5.6,41.0,4.43,64.0,2.25,54.0,69.0,0.4
Alberto Montes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Montgomery,2.0,4.85,39.0,4.12,47.0,0.0,0.0,64.0,0.0
James Moontasri,6.0,2.39,48.0,3.86,40.0,0.0,0.0,79.0,0.2
Homer Moore,1.0,0.68,50.0,0.68,0.0,5.07,66.0,0.0,0.0
Todd Moore,5.0,1.83,26.0,2.3,57.0,0.78,14.0,54.0,0.0
Nate Moore,4.0,2.21,25.0,2.87,42.0,1.23,16.0,25.0,0.0
Dustin Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Moore,1.0,0.2,75.0,2.07,42.0,0.0,0.0,25.0,0.0
Sergio Moraes,14.0,2.42,42.0,3.73,59.0,1.2,38.0,75.0,0.4
Marlon Moraes,9.0,3.38,39.0,4.11,56.0,1.0,41.0,66.0,0.4
Sheymon Moraes,5.0,3.0,42.0,3.64,63.0,0.0,0.0,53.0,0.0
John Moraga,14.0,2.57,43.0,2.55,56.0,0.62,23.0,44.0,1.1
Ricardo Morais,3.0,2.86,37.0,2.39,53.0,0.0,0.0,0.0,0.0
Leonardo Morales,2.0,2.05,47.0,2.05,58.0,0.0,0.0,62.0,0.0
Albert Morales,6.0,3.81,35.0,3.96,56.0,0.91,35.0,70.0,0.2
Joseph Morales,3.0,1.58,37.0,1.72,60.0,0.53,50.0,23.0,2.6
Vince Morales,5.0,4.22,39.0,4.16,53.0,0.0,0.0,55.0,0.0
Omar Morales,5.0,3.66,37.0,3.01,63.0,0.68,100.0,87.0,0.0
Sarah Moras,9.0,2.28,34.0,3.58,50.0,0.67,21.0,33.0,0.8
Christian Morecraft,4.0,2.82,34.0,2.46,46.0,3.26,66.0,50.0,2.2
Joe Moreira,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richardson Moreira,2.0,1.17,28.0,1.83,67.0,0.0,0.0,100.0,0.0
Gisele Moreira,1.0,5.93,42.0,6.33,48.0,4.0,57.0,0.0,0.0
Vinicius Moreira,5.0,3.15,59.0,5.07,43.0,1.97,18.0,0.0,1.3
Jesse Moreng,1.0,1.26,40.0,2.08,48.0,5.56,100.0,100.0,0.0
Brandon Moreno,11.0,3.41,38.0,3.41,59.0,2.01,45.0,67.0,0.6
Mike Moreno,1.0,1.27,51.0,1.07,58.0,0.0,0.0,44.0,0.0
Dan Moret,3.0,2.67,43.0,3.56,43.0,1.25,27.0,45.0,0.4
Sammy Morgan,5.0,1.05,22.0,3.74,40.0,1.43,20.0,0.0,0.5
Peggy Morgan,1.0,2.27,23.0,8.2,33.0,0.0,0.0,50.0,0.0
Alex Morono,13.0,5.05,42.0,3.69,56.0,0.43,25.0,52.0,0.4
Maryna Moroz,9.0,4.09,31.0,4.15,53.0,0.56,18.0,47.0,0.4
Sergey Morozov,1.0,0.81,23.0,2.89,39.0,0.0,0.0,54.0,0.0
Brad Morris,2.0,0.5,62.0,6.95,27.0,0.0,0.0,0.0,0.0
Scott Morris,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Morrison,2.0,1.7,33.0,0.49,80.0,0.0,0.0,50.0,0.0
Jack Morrison,1.0,0.0,0.0,19.31,40.0,0.0,0.0,0.0,0.0
Harry Moskowitz,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Mott,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikolas Motta,1.0,2.8,27.0,3.6,66.0,0.0,0.0,100.0,0.0
Flavio Luiz Moura,2.0,0.67,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Gegard Mousasi,35.0,3.75,50.0,1.21,68.0,1.59,60.0,59.0,1.1
Kin Moy,0.0,2.3,33.0,1.93,62.0,1.67,42.0,50.0,1.7
Jamie Moyle,3.0,4.51,51.0,4.0,65.0,1.0,21.0,50.0,0.0
Su Mudaerji,5.0,4.49,51.0,2.19,68.0,0.4,100.0,77.0,0.8
Garrett Mueller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lauren Mueller,5.0,4.08,41.0,3.77,58.0,0.7,50.0,71.0,0.0
Belal Muhammad,14.0,4.75,43.0,4.02,60.0,1.97,28.0,85.0,0.2
Fazlo Mulabitinovic,0.0,0.54,16.0,0.0,100.0,0.0,0.0,0.0,8.0
Quinn Mulhern,6.0,1.48,28.0,2.09,51.0,1.36,20.0,33.0,0.0
James Mulheron,1.0,2.4,31.0,3.47,42.0,0.0,0.0,25.0,0.0
Jamie Mullarkey,3.0,2.02,34.0,4.65,43.0,3.9,30.0,66.0,0.5
Jim Mullen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Munhoz,15.0,5.6,43.0,5.87,58.0,0.68,21.0,80.0,0.8
Andre Muniz,5.0,2.16,58.0,1.9,45.0,3.12,40.0,40.0,2.3
Mark Munoz,17.0,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6
Alexander Munoz,3.0,3.96,43.0,5.49,52.0,3.0,39.0,0.0,0.0
Johnny Munoz,1.0,3.27,62.0,1.4,58.0,2.0,12.0,0.0,1.0
Andy Murad,0.0,2.6,76.0,2.87,32.0,1.0,20.0,42.0,0.0
Makhmud Muradov,3.0,5.32,42.0,2.92,64.0,0.36,16.0,100.0,0.4
Kazunari Murakami,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryuichi Murata,1.0,0.84,36.0,1.89,50.0,4.74,50.0,100.0,3.2
Kanako Murata,1.0,1.93,67.0,1.93,52.0,4.0,44.0,0.0,2.0
Vince Murdock,1.0,1.21,21.0,7.17,40.0,0.0,0.0,0.0,0.0
Tom Murphy,1.0,2.5,71.0,0.17,84.0,7.51,85.0,0.0,2.5
Ian Murphy,1.0,0.0,0.0,1.93,30.0,4.13,100.0,0.0,0.0
Jon Murphy,1.0,3.93,66.0,8.85,43.0,0.0,0.0,0.0,0.0
Lauren Murphy,11.0,3.8,38.0,3.82,63.0,1.18,37.0,70.0,0.1
Patrick Murphy,2.0,3.4,66.0,0.8,42.0,0.0,0.0,50.0,1.0
Lerone Murphy,3.0,2.86,42.0,2.07,63.0,0.87,33.0,41.0,0.9
Lee Murray,2.0,0.36,15.0,3.28,32.0,0.9,100.0,42.0,1.8
Khalid Murtazaliev,1.0,4.8,69.0,0.4,78.0,7.5,100.0,33.0,0.0
Azamat Murzakanov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicholas Musoke,6.0,3.56,35.0,3.8,57.0,1.16,19.0,82.0,0.2
Andre Mussi,1.0,0.0,0.0,10.59,35.0,0.0,0.0,0.0,0.0
Magomed Mustafaev,5.0,2.59,58.0,2.68,41.0,3.31,50.0,23.0,0.4
Max Mustaki,1.0,8.2,50.0,13.0,45.0,0.0,0.0,0.0,0.0
Elvis Mutapcic,3.0,3.41,40.0,4.27,38.0,0.0,0.0,81.0,0.0
Fiona Muxlow,1.0,1.44,27.0,5.45,34.0,0.0,0.0,0.0,0.0
Ho Bae Myeon,1.0,3.16,16.0,3.16,83.0,0.0,0.0,0.0,0.0
Na Liang,1.0,2.94,70.0,3.71,25.0,6.96,75.0,0.0,2.3
Katsuhiko Nagata,4.0,1.05,19.0,1.5,63.0,0.98,28.0,28.0,0.0
Yuji Nagata,2.0,1.45,40.0,14.46,4.0,0.0,0.0,0.0,0.0
Greg Nagy,1.0,0.41,50.0,2.69,37.0,0.0,0.0,0.0,1.2
Logan Nail,0.0,1.93,51.0,2.27,39.0,0.0,0.0,37.0,0.0
Muhammad Naimov,1.0,3.47,41.0,5.87,44.0,0.0,0.0,25.0,0.0
Yukiya Naito,1.0,1.54,33.0,5.13,60.0,0.0,0.0,0.0,0.0
Andrews Nakahara,4.0,2.68,44.0,1.9,57.0,0.0,0.0,72.0,0.4
Rin Nakai,2.0,1.57,33.0,3.9,60.0,3.0,18.0,75.0,0.5
Kazuhiro Nakamura,21.0,1.56,37.0,1.83,59.0,1.73,36.0,42.0,0.6
Keita Nakamura,12.0,2.23,36.0,3.2,58.0,1.65,48.0,63.0,0.3
Daisuke Nakamura,8.0,0.94,30.0,1.38,61.0,0.46,40.0,30.0,3.6
Yusaku Nakamura,1.0,1.72,45.0,3.67,55.0,0.0,0.0,83.0,0.0
Jutaro Nakao,4.0,0.53,38.0,1.06,44.0,0.38,50.0,56.0,0.0
Yoshihiro Nakao,3.0,1.73,35.0,2.06,64.0,2.69,46.0,0.0,0.5
Yui Chul Nam,3.0,3.53,51.0,2.0,48.0,1.33,16.0,57.0,0.3
Tyson Nam,5.0,3.64,31.0,5.69,64.0,0.0,0.0,100.0,0.0
Rose Namajunas,11.0,4.13,40.0,3.99,60.0,1.89,53.0,50.0,0.8
Yasuhito Namekawa,2.0,0.14,50.0,3.65,38.0,2.11,25.0,0.0,4.2
Nad Narimani,4.0,3.33,42.0,3.0,58.0,1.92,41.0,70.0,0.0
Roger Narvaez,3.0,2.12,37.0,3.32,64.0,0.0,0.0,50.0,0.9
Fabio Nascimento,2.0,2.94,38.0,4.63,55.0,0.0,0.0,55.0,0.8
Allan Nascimento,1.0,7.0,68.0,5.4,44.0,1.0,10.0,0.0,0.0
Rodrigo Nascimento,3.0,4.23,55.0,4.32,42.0,2.7,100.0,100.0,2.7
Bobby Nash,3.0,3.42,37.0,3.95,51.0,2.37,33.0,100.0,1.6
Reza Nasri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nasrudin Nasrudinov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pawel Nastula,4.0,1.3,43.0,1.73,50.0,3.0,60.0,0.0,1.5
Rafael Natal,17.0,3.1,47.0,2.48,57.0,2.55,34.0,77.0,0.5
Kevin Natividad,2.0,2.63,24.0,4.02,54.0,0.0,0.0,100.0,0.0
Ismail Naurdiev,4.0,3.17,52.0,1.3,68.0,1.25,71.0,70.0,0.2
Danny Navarro,0.0,3.83,32.0,4.62,57.0,2.17,25.0,100.0,0.0
Marcio Navarro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tafon Nchukwi,3.0,6.08,51.0,4.48,51.0,0.41,25.0,66.0,0.0
Dustin Neace,2.0,2.08,32.0,2.66,56.0,0.0,0.0,0.0,1.7
Josh Neal,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Neal,0.0,1.87,19.0,3.8,66.0,0.0,0.0,0.0,0.0
Geoff Neal,8.0,4.42,48.0,4.68,62.0,0.6,50.0,87.0,0.2
Stanislav Nedkov,4.0,3.33,43.0,5.39,43.0,2.77,41.0,0.0,0.0
Josh Neer,15.0,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3
Nicolae Negumereanu,1.0,0.73,40.0,4.67,18.0,0.0,0.0,40.0,0.0
Steve Nelmark,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Nelson,4.0,1.38,31.0,2.84,61.0,1.31,18.0,54.0,1.6
Roy Nelson,21.0,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1
Gunnar Nelson,13.0,1.71,57.0,3.33,49.0,1.72,55.0,66.0,0.9
Kyle Nelson,4.0,3.63,41.0,6.82,47.0,0.96,12.0,60.0,1.9
Lissette Neri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Neto,1.0,1.89,50.0,1.89,70.0,2.84,100.0,0.0,0.0
Antonio Braga Neto,3.0,1.36,33.0,3.92,45.0,3.07,37.0,0.0,0.5
Julio Cesar Neves Jr.,0.0,1.98,35.0,4.81,51.0,1.06,25.0,76.0,0.0
Nick Newell,1.0,3.53,46.0,4.07,36.0,0.0,0.0,33.0,0.0
Journey Newson,3.0,2.76,32.0,2.76,65.0,0.0,0.0,0.0,0.9
Jeff Newton,1.0,0.28,20.0,1.41,52.0,0.0,0.0,0.0,8.5
Carlos Newton,16.0,0.65,41.0,1.55,44.0,2.47,70.0,43.0,0.9
Emanuel Newton,0.0,1.92,49.0,1.35,51.0,2.02,100.0,0.0,0.0
Francis Ngannou,13.0,2.54,41.0,2.04,45.0,0.2,33.0,72.0,0.4
Ben Nguyen,7.0,3.51,40.0,3.01,59.0,0.25,33.0,63.0,1.0
Steven Nguyen,1.0,6.3,31.0,9.04,59.0,0.0,0.0,100.0,0.0
Alex Nicholson,4.0,4.12,43.0,4.65,47.0,0.0,0.0,50.0,0.5
Mike Nickels,2.0,4.44,52.0,1.11,64.0,11.11,80.0,0.0,2.8
Matheus Nicolau,5.0,3.79,52.0,2.83,67.0,1.93,44.0,100.0,1.4
Jaimelene Nievera,1.0,1.67,53.0,8.73,33.0,1.79,16.0,0.0,0.0
Khomkrit Niimi,0.0,0.0,0.0,5.73,44.0,0.0,0.0,0.0,0.0
Tom Niinimaki,4.0,1.91,54.0,2.31,58.0,2.97,46.0,33.0,0.5
Ramsey Nijem,10.0,3.05,44.0,1.62,62.0,5.32,62.0,55.0,1.1
Hans Nijman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Nilson,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mats Nilsson,2.0,2.99,39.0,5.62,63.0,3.87,83.0,44.0,2.3
Guangyou Ning,4.0,2.66,41.0,1.91,61.0,1.09,50.0,62.0,0.3
Soichi Nishida,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yosuke Nishijima,4.0,1.72,37.0,5.59,56.0,0.0,0.0,0.0,0.0
Akiyo Nishiura,4.0,1.59,57.0,1.26,57.0,0.0,0.0,52.0,0.3
Anthony Njokuani,15.0,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2
Chidi Njokuani,0.0,1.93,51.0,1.73,49.0,0.0,0.0,80.0,0.0
Derrick Noble,1.0,6.21,40.0,3.79,59.0,0.0,0.0,0.0,0.0
Kyle Noblitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Nobre,1.0,1.37,30.0,9.16,35.0,0.0,0.0,0.0,0.0
Jacob Noe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Rodrigo Nogueira,33.0,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4
Rogerio Nogueira,28.0,2.43,35.0,2.34,59.0,0.64,44.0,62.0,0.8
Alexandre Franca Nogueira,1.0,0.6,20.0,4.18,57.0,0.0,0.0,0.0,0.0
Talita Nogueira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Noke,13.0,3.23,50.0,2.09,64.0,1.53,54.0,66.0,0.8
Nick Nolte,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KJ Noons,18.0,3.68,35.0,3.78,65.0,0.08,20.0,68.0,0.0
Sage Northcutt,8.0,3.58,52.0,1.96,58.0,1.81,34.0,41.0,0.6
Jan Nortje,3.0,3.32,51.0,4.5,32.0,0.0,0.0,66.0,2.9
Scott Norton,1.0,0.67,30.0,0.34,60.0,2.52,25.0,0.0,0.0
Jonatas Novaes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Novelli,2.0,1.73,24.0,3.55,66.0,0.7,33.0,100.0,0.0
Phillipe Nover,7.0,1.79,35.0,2.48,56.0,0.99,28.0,44.0,0.7
Shayilan Nuerdanbieke,1.0,1.13,26.0,3.53,49.0,2.0,14.0,100.0,0.0
Diego Nunes,11.0,2.72,43.0,2.59,58.0,1.18,44.0,65.0,0.6
Amanda Nunes,18.0,4.5,51.0,2.45,57.0,2.5,53.0,84.0,0.9
Nina Nunes,8.0,4.64,47.0,3.5,53.0,0.28,40.0,76.0,0.6
Istela Nunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josiane Nunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khabib Nurmagomedov,13.0,4.1,48.0,1.75,65.0,5.32,48.0,84.0,0.8
Said Nurmagomedov,4.0,4.65,46.0,2.37,60.0,0.45,7.0,71.0,0.0
Abubakar Nurmagomedov,2.0,3.59,49.0,2.52,69.0,1.68,33.0,0.0,0.0
Umar Nurmagomedov,1.0,2.89,60.0,0.81,76.0,8.67,45.0,0.0,1.7
Kennedy Nzechukwu,5.0,5.38,43.0,5.8,48.0,0.0,0.0,78.0,0.0
Jake O'Brien,8.0,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2
TJ O'Brien,2.0,3.77,46.0,4.78,57.0,0.94,100.0,0.0,0.0
Sean O'Connell,7.0,5.46,48.0,6.77,45.0,0.0,0.0,30.0,0.5
Dan O'Connor,0.0,4.0,56.0,5.1,54.0,0.0,0.0,100.0,0.0
Sean O'Haire,1.0,8.28,57.0,22.76,21.0,0.0,0.0,0.0,0.0
Sean O'Malley,7.0,6.31,57.0,3.28,64.0,0.79,50.0,60.0,0.8
Jeremiah O'Neal,0.0,1.15,40.0,7.5,23.0,0.0,0.0,0.0,0.0
Chuck O'Neil,1.0,3.13,37.0,4.4,72.0,0.0,0.0,0.0,0.0
Casey O'Neill,1.0,5.64,72.0,1.84,42.0,6.91,66.0,0.0,1.7
Brendan O'Reilly,4.0,1.9,47.0,2.77,39.0,2.22,43.0,36.0,0.6
Takahiro Oba,1.0,0.23,25.0,1.82,69.0,0.0,0.0,0.0,0.0
Nobuhiro Obiya,2.0,0.63,28.0,2.53,55.0,0.5,50.0,41.0,0.5
Christian Ocon,1.0,1.73,53.0,5.27,34.0,0.0,0.0,63.0,0.0
Richard Odoms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Volkan Oezdemir,9.0,5.03,45.0,4.24,55.0,0.36,20.0,80.0,0.0
Naoya Ogawa,6.0,2.41,42.0,1.66,47.0,1.25,100.0,66.0,1.2
Andy Ogle,6.0,2.24,44.0,2.23,50.0,1.44,26.0,58.0,0.0
Michiyoshi Ohara,2.0,0.28,29.0,3.13,48.0,0.0,0.0,33.0,0.0
Koji Oishi,2.0,1.43,9.0,17.86,43.0,0.0,0.0,0.0,0.0
Takayuki Okada,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yushin Okami,24.0,2.06,38.0,2.25,60.0,1.98,39.0,84.0,0.5
JJ Okanovich,1.0,6.93,55.0,5.27,50.0,0.0,0.0,100.0,0.0
Kazuki Okubo,2.0,1.53,38.0,1.97,46.0,0.51,25.0,36.0,2.0
Masakatsu Okuda,1.0,0.0,0.0,4.27,34.0,0.0,0.0,0.0,4.3
Aleksei Oleinik,15.0,3.47,50.0,3.85,44.0,2.38,46.0,33.0,2.4
Michal Oleksiejczuk,6.0,4.45,52.0,3.24,67.0,0.69,40.0,40.0,0.0
Rafaello Oliveira,8.0,2.19,33.0,3.38,59.0,2.49,36.0,11.0,1.6
Charles Oliveira,28.0,3.26,52.0,3.01,53.0,2.64,44.0,57.0,2.7
Jorge Oliveira,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ednaldo Oliveira,2.0,1.03,22.0,1.8,52.0,0.0,0.0,42.0,0.0
Alex Oliveira,20.0,2.86,50.0,2.23,48.0,2.37,37.0,63.0,0.6
Bruno Oliveira,1.0,3.44,33.0,4.92,54.0,0.0,0.0,0.0,0.0
Wendell Oliveira Marques,2.0,3.77,47.0,4.4,47.0,0.0,0.0,100.0,0.0
Felipe Olivieri,1.0,6.68,58.0,4.6,57.0,0.0,0.0,71.0,0.0
Andy Ologun,3.0,2.36,57.0,0.32,85.0,0.68,100.0,80.0,0.0
Shana Olsen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casey Olson,4.0,2.48,60.0,0.0,100.0,3.54,57.0,100.0,1.8
Dennis Olson,0.0,1.02,42.0,5.27,38.0,2.77,40.0,0.0,0.0
Cameron Olson,1.0,3.13,47.0,2.2,57.0,3.0,42.0,100.0,1.0
Alan Omer,2.0,3.49,55.0,2.21,64.0,1.69,42.0,66.0,0.0
Daniel Omielanczuk,9.0,3.09,57.0,3.29,47.0,0.56,26.0,68.0,0.1
Michihiro Omigawa,12.0,2.01,39.0,3.06,64.0,1.19,36.0,49.0,1.5
Charlie Ontiveros,1.0,0.33,40.0,4.18,19.0,0.0,0.0,0.0,0.0
Chibwikem Onyenegecha,1.0,5.6,55.0,3.4,52.0,0.0,0.0,100.0,0.0
Sam Oropeza,1.0,7.68,56.0,1.44,70.0,3.6,33.0,100.0,0.0
Brian Ortega,9.0,4.29,38.0,6.28,52.0,0.8,21.0,56.0,1.1
Tito Ortiz,27.0,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6
Jorge Ortiz,1.0,3.53,58.0,2.8,73.0,0.0,0.0,0.0,0.0
Dustin Ortiz,16.0,2.94,44.0,2.17,56.0,3.01,36.0,52.0,0.1
Kenji Osawa,8.0,2.34,35.0,2.14,63.0,0.91,58.0,68.0,0.7
Ode Osbourne,3.0,4.3,54.0,3.04,42.0,1.9,100.0,66.0,1.9
Kurt Osiander,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
